#pos 0
-854,16896,803
-861,16936,710
-881,16919,815
-836,16893,850
-849,16895,801
-839,16924,694
-863,16936,754
-833,16911,665
-847,16952,828
-839,16898,675
-852,16918,773
-871,16919,855
-843,16877,622
-864,16967,771
-856,16944,725
-862,16942,935
-857,16864,856
-856,16892,972
-838,16901,809
-845,16885,832
-842,16942,627
-846,16910,754
-846,16895,954
-871,16885,1136
-814,16867,878
-846,16897,790
-830,16914,750
-832,16904,1011
-815,16894,642
-836,16914,853
-844,16894,842
-820,16894,864
-843,16903,906
-844,16902,893
-824,16893,954
-828,16908,826
-827,16913,906
-825,16891,881
-836,16895,699
-844,16957,973
-869,16884,945
-847,16897,796
-825,16923,1131
-829,16889,814
-870,16928,820
-848,16920,777
-858,16942,1037
-853,16888,871
-863,16919,924
-849,16920,881
-834,16914,1153
-837,16890,1092
-846,16870,779
-855,16925,957
-850,16911,897
-867,16910,910
-846,16952,834
-844,16894,1033
-836,16890,1229
-856,16861,896
-835,16880,832
-849,16930,611
-859,16957,806
-843,16885,725
-857,16946,576
-854,16938,692
-845,16941,920
-855,16888,895
-845,16914,946
-849,16901,809
-849,16917,846
-842,16894,770
-853,16932,775
-849,16911,996
-879,16895,1067
-827,16896,935
-827,16868,757
-835,16932,840
-828,16912,1018
-832,16839,989
-881,16872,832
-850,16924,973
-860,16903,892
-852,16902,1009
-826,16879,763
-816,16901,954
-862,16894,850
-836,16903,1150
-848,16874,974
-859,16873,880
-897,16915,782
-886,16896,998
-839,16911,948
-853,16880,1048
-879,16885,1016
-861,16856,759
-850,16941,813
-890,16917,790
-873,16922,904
-873,16865,757
-855,16915,640
-889,16909,989
-875,16883,1143
-857,16877,694
-874,16984,598
-868,16922,640
-897,16935,861
-875,16935,846
-869,16929,1040
-901,16894,1301
-868,16865,859
-869,16875,512
-884,16917,347
-894,16965,279
-897,16978,352
-898,16989,967
-867,16837,1414
-874,16822,906
-887,16899,896
-869,16872,795
-861,16901,935
-882,16878,642
-869,16930,453
-843,16931,306
-874,16974,719
-884,16897,953
-876,16906,867
-883,16861,887
-856,16893,795
-869,16917,616
-874,16907,689
-875,16909,548
-883,16907,632
-883,16934,715
-866,16909,934
-882,16852,929
-884,16886,984
-871,16873,851
-892,16898,606
-863,16906,763
-880,16920,715
-878,16917,829
-884,16912,973
-867,16887,1016
-873,16865,820
-892,16945,845
-881,16910,753
-860,16912,791
-884,16879,486
-853,16958,648
-894,16910,1097
-855,16831,849
-886,16859,650
-879,16954,687
-891,16938,642
-869,16957,710
-880,16925,877
-868,16904,1102
-883,16868,823
-886,16893,814
-908,16905,872
-888,16896,753
-883,16927,728
-891,16915,702
-881,16930,791
-874,16913,927
-860,16885,876
-874,16907,750
-887,16883,776
-884,16895,909
-871,16858,857
-893,16878,916
-868,16907,839
-859,16905,1018
-870,16869,1051
-894,16860,749
-876,16911,809
-886,16907,598
-870,16906,915
-878,16897,726
-888,16910,569
-863,16923,641
-883,16926,1236
-846,16835,875
-869,16885,834
-892,16885,638
-881,16937,674
-881,16929,870
-892,16906,739
-887,16941,759
-875,16922,930
-862,16887,844
-881,16907,919
-886,16897,878
-869,16929,742
-888,16899,856
-901,16916,912
-869,16880,733
-886,16915,1028
-901,16900,974
-879,16931,966
-885,16895,947
-867,16912,740
-883,16917,658
